📺央视频道,#genre#
CCTV-5,http://qjrhc.jydjd.top:2911/udp/224.1.100.82:11111
CCTV-5+,http://omnix.cn:4000/udp/225.1.8.20:8004
CCTV-5+,http://119.32.12.17:2901/udp/224.1.100.25:11111
CCTV-5+,http://nctv.top/IDOEPpiryt/migu.php?id=cctv5p
CCTV-5+,http://60.184.45.124:8888/rtp/233.50.201.220:5140
CCTV-5+,http://59.188.94.126:35455/bptv/10000100000000050000000003870759.m3u8
CCTV-5+,http://59.188.94.126:35455/bptv/10000100000000050000000003248330.m3u8
CCTV-5+,http://120.76.248.139/live/bfgd/4200000246.m3u8
CCTV-5+,http://qjrhc.jydjd.top:2911/udp/224.1.100.25:11111
CCTV-5+,http://qjrhc.jydjd.top:2911/udp/224.1.100.26:11111
CCTV-5+,http://113.109.250.108:9999/udp/239.77.0.87:5146
CCTV-6,http://119.32.12.17:2901/udp/224.1.100.84:11111
CCTV-6,http://nctv.top/IDOEPpiryt/migu.php?id=cctv6
CCTV-6,http://60.184.45.124:8888/rtp/233.50.201.198:5140
CCTV-6,http://59.188.94.126:35455/bptv/10000100000000050000000003870749.m3u8
CCTV-6,http://120.76.248.139/live/bfgd/4200000065.m3u8
CCTV-6,http://qjrhc.jydjd.top:2911/udp/224.1.100.84:11111
CCTV-6,http://qjrhc.jydjd.top:2911/udp/224.1.100.83:11111
CCTV-6,http://qjrhc.jydjd.top:2911/udp/224.1.100.194:11111
CCTV-6,http://113.109.250.108:9999/udp/239.77.0.171:5146
CCTV-6,http://39.170.52.236:808/hls/6/index.m3u8
CCTV-7,http://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF
CCTV-7,http://omnix.cn:4000/udp/225.1.8.7:8104
CCTV-7,https://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF
CCTV-7,http://119.32.12.17:2901/udp/224.1.100.27:11111
CCTV-7,http://nctv.top/IDOEPpiryt/migu.php?id=cctv7
CCTV-7,http://60.184.45.124:8888/rtp/233.50.201.120:5140
CCTV-7,http://59.188.94.126:35455/bptv/10000100000000050000000003870750.m3u8
CCTV-7,http://120.76.248.139/live/bfgd/4200000127.m3u8
CCTV-7,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv7_1_td.m3u8
CCTV-7,http://qjrhc.jydjd.top:2911/udp/224.1.100.27:11111
CCTV-8,http://119.32.12.17:2901/udp/224.1.100.86:11111
CCTV-8,http://nctv.top/IDOEPpiryt/migu.php?id=cctv8
CCTV-8,https://ldocctvwbcdbd.a.bdydns.com/ldocctvwbcd/cdrmldcctv8_1/index.m3u8?BR=hd
CCTV-8,http://60.184.45.124:8888/rtp/233.50.201.199:5140
CCTV-8,http://59.188.94.126:35455/bptv/10000100000000050000000003870838.m3u8
CCTV-8,http://120.76.248.139/live/bfgd/4200000066.m3u8
CCTV-8,https://ldocctvwbcdtxy.liveplay.myqcloud.com/ldocctvwbcd/cdrmldcctv8_1_hd.m3u8
CCTV-8,http://qjrhc.jydjd.top:2911/udp/224.1.100.86:11111
CCTV-8,http://qjrhc.jydjd.top:2911/udp/224.1.100.85:11111
CCTV-8,http://113.109.250.108:9999/udp/239.77.0.172:5146
CCTV-9,http://t.live.cntv.cn/m3u8/cctv400.m3u8
CCTV-9,http://omnix.cn:4000/udp/225.1.8.9:8112
CCTV-9,http://119.32.12.17:2901/udp/224.1.100.29:11111
CCTV-9,http://nctv.top/IDOEPpiryt/migu.php?id=cctv9
CCTV-9,http://60.184.45.124:8888/rtp/233.50.201.121:5140
CCTV-9,http://59.188.94.126:35455/bptv/10000100000000050000000003870752.m3u8
CCTV-9,http://59.188.94.126:35455/bptv/10000100000000050000000005002664.m3u8
CCTV-9,http://120.76.248.139/live/bfgd/4200000128.m3u8
CCTV-9,http://qjrhc.jydjd.top:2911/udp/224.1.100.29:11111
CCTV-9,http://qjrhc.jydjd.top:2911/udp/224.1.100.30:11111
CCTV-10,http://119.32.12.17:2901/udp/224.1.100.76:11111
CCTV-10,http://nctv.top/IDOEPpiryt/migu.php?id=cctv10
CCTV-10,http://60.184.45.124:8888/rtp/233.50.201.122:5140
CCTV-10,http://59.188.94.126:35455/bptv/10000100000000050000000003870753.m3u8
CCTV-10,http://120.76.248.139/live/bfgd/4200000129.m3u8
CCTV-10,http://qjrhc.jydjd.top:2911/udp/224.1.100.75:11111
CCTV-10,http://qjrhc.jydjd.top:2911/udp/224.1.100.76:11111
CCTV-10,http://113.109.250.108:9999/udp/239.77.1.113:5146
CCTV-10,http://111.43.126.240:9003/hls/23/index.m3u8
CCTV-10,http://39.170.52.236:808/hls/10/index.m3u8
CCTV-11,http://119.32.12.17:2901/udp/224.1.100.44:11111
CCTV-11,http://nctv.top/IDOEPpiryt/migu.php?id=cctv11
CCTV-11,http://60.184.45.124:8888/rtp/233.50.201.11:5140
CCTV-11,http://59.188.94.126:35455/bptv/10000100000000050000000003870754.m3u8
CCTV-11,http://120.76.248.139/live/bfgd/4200000130.m3u8
CCTV-11,http://qjrhc.jydjd.top:2911/udp/224.1.100.44:11111
CCTV-11,http://qjrhc.jydjd.top:2911/udp/224.1.100.43:11111
CCTV-11,http://113.109.250.108:9999/udp/239.77.1.238:5146
CCTV-11,http://36.32.174.67:60080/newlive/live/hls/14/live.m3u8
CCTV-11,http://39.170.52.236:808/hls/11/index.m3u8
CCTV-12,http://119.32.12.17:2901/udp/224.1.100.78:11111
CCTV-12,http://nctv.top/IDOEPpiryt/migu.php?id=cctv12
CCTV-12,http://60.184.45.124:8888/rtp/233.50.201.123:5140
CCTV-12,http://59.188.94.126:35455/bptv/10000100000000050000000003870755.m3u8
CCTV-12,http://120.76.248.139/live/bfgd/4200000131.m3u8
CCTV-12,http://qjrhc.jydjd.top:2911/udp/224.1.100.77:11111
CCTV-12,http://qjrhc.jydjd.top:2911/udp/224.1.100.78:11111
CCTV-12,http://113.109.250.108:9999/udp/239.77.1.109:5146
CCTV-12,http://39.170.52.236:808/hls/12/index.m3u8
CCTV-12,http://112.46.105.20:8009/hls/507/index.m3u8
CCTV-13,http://119.32.12.17:2901/udp/224.1.100.69:11111
CCTV-13,http://nctv.top/IDOEPpiryt/migu.php?id=cctv13
CCTV-13,http://60.184.45.124:8888/rtp/233.50.201.246:5140
CCTV-13,http://59.188.94.126:35455/bptv/10000100000000050000000004796248.m3u8
CCTV-13,http://120.76.248.139/live/bfgd/4200000067.m3u8
CCTV-13,http://qjrhc.jydjd.top:2911/udp/224.1.100.69:11111
CCTV-13,http://qjrhc.jydjd.top:2911/udp/224.1.100.70:11111
CCTV-13,http://113.109.250.108:9999/udp/239.77.0.188:5146
CCTV-13,http://116.128.243.121:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-13,http://116.128.243.121:85/tsfile/live/0013_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
CCTV-14,http://119.32.12.17:2901/udp/224.1.100.80:11111
CCTV-14,http://nctv.top/IDOEPpiryt/migu.php?id=cctv14
CCTV-14,http://60.184.45.124:8888/rtp/233.50.201.124:5140
CCTV-14,http://59.188.94.126:35455/bptv/10000100000000050000000003870756.m3u8
CCTV-14,http://120.76.248.139/live/bfgd/4200000132.m3u8
CCTV-14,http://qjrhc.jydjd.top:2911/udp/224.1.100.79:11111
CCTV-14,http://qjrhc.jydjd.top:2911/udp/224.1.100.80:11111
CCTV-14,http://113.109.250.108:9999/udp/239.77.1.161:5146
CCTV-14,http://111.43.126.240:9003/hls/27/index.m3u8
CCTV-14,http://219.135.180.210:18888/hls/14/index.m3u8
CCTV-15,http://119.32.12.17:2901/udp/224.1.100.42:11111
CCTV-15,http://nctv.top/IDOEPpiryt/migu.php?id=cctv15
CCTV-15,http://60.184.45.124:8888/rtp/233.50.201.15:5140
CCTV-15,http://59.188.94.126:35455/bptv/10000100000000050000000003870757.m3u8
CCTV-15,http://120.76.248.139/live/bfgd/4200000133.m3u8
CCTV-15,http://qjrhc.jydjd.top:2911/udp/224.1.100.42:11111
CCTV-15,http://qjrhc.jydjd.top:2911/udp/224.1.100.41:11111
CCTV-15,http://113.109.250.108:9999/udp/239.77.1.239:5146
CCTV-15,http://111.43.126.240:9003/hls/28/index.m3u8
CCTV-15,http://219.135.180.210:18888/hls/15/index.m3u8
CCTV-16,http://home.yulei.online:9999/rtp/226.0.2.169:9264
CCTV-16,http://nctv.top/IDOEPpiryt/migu.php?id=cctv16
CCTV-16,http://60.184.45.124:8888/rtp/233.50.201.192:5140
CCTV-16,http://59.188.94.126:35455/bptv/10000100000000050000000004972604.m3u8
CCTV-16,http://59.188.94.126:35455/bptv/10000100000000050000000004972559.m3u8
CCTV-16,http://113.109.250.108:9999/udp/239.77.0.165:5146
CCTV-16,http://111.43.126.240:9003/hls/29/index.m3u8
CCTV-16,http://39.170.52.236:808/hls/16/index.m3u8
CCTV-16,http://219.135.180.210:18888/hls/31/index.m3u8
CCTV-16,http://www.lizhinas.top:1009/rtp/239.252.220.237:5140
CCTV-17,http://nctv.top/IDOEPpiryt/migu.php?id=cctv17
CCTV-17,http://60.184.45.124:8888/rtp/233.50.201.35:5140
CCTV-17,http://59.188.94.126:35455/bptv/10000100000000050000000003870758.m3u8
CCTV-17,http://120.76.248.139/live/bfgd/4200000204.m3u8
CCTV-17,http://qjrhc.jydjd.top:2911/udp/224.1.100.135:11111
CCTV-17,http://113.109.250.108:9999/udp/239.77.1.121:5146
CCTV-17,http://111.43.126.240:9003/hls/30/index.m3u8
CCTV-17,http://39.170.52.236:808/hls/17/index.m3u8
CCTV-17,http://219.135.180.210:18888/hls/24/index.m3u8
CCTV-17,http://120.238.94.10:9901/tsfile/live/1048_1.m3u8
CETV1,http://120.198.95.220:9901/tsfile/live/1039_1.m3u8?key=txiptv
CETV1,rtsp://115.153.254.81/PLTV/88888888/224/3221226858/63768493.smil
CETV1,rtsp://115.153.240.228:554/PLTV/88888888/224/3221226858/63768493.smil
CETV1,rtsp://115.153.212.72/PLTV/88888888/224/3221226858/63768493.smil
CETV1,rtsp://115.153.233.154/PLTV/88888888/224/3221226858/63768493.smil
CETV2,rtsp://115.153.254.81/PLTV/88888888/224/3221226978/85722625.smil
CETV2,rtsp://115.153.240.228:554/PLTV/88888888/224/3221226978/85722625.smil
CETV2,rtsp://115.153.212.72/PLTV/88888888/224/3221226978/85722625.smil
CETV2,rtsp://115.153.233.154/PLTV/88888888/224/3221226978/85722625.smil
CETV4,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
CETV4,rtsp://116.176.26.18/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil
CETV4,rtsp://180.95.143.19/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil
CETV4,rtsp://115.85.232.19/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil
CETV4,rtsp://60.13.39.19/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil
CETV4,rtsp://60.13.23.179/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil
CETV4,rtsp://221.7.61.147/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil
CETV4,rtsp://116.176.26.19/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil
CETV4,rtsp://60.13.39.18/PLTV/88888910/224/3221225594/10000100000000060000000000270887_0.smil
CETV4,rtsp://115.153.254.81/PLTV/88888888/224/3221226905/65242632.smil

📡卫视频道,#genre#
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4
广东卫视,http://my.tmos.cn:15181/chs006.m3u8
广东卫视,http://119.32.12.17:2901/udp/224.1.100.96:11111
广东卫视,http://nctv.top/IDOEPpiryt/migu.php?id=gdws
广东卫视,http://120.76.248.139/live/bfgd/4200000092.m3u8
广东卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.95:11111
广东卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.96:11111
广东卫视,http://113.109.250.108:9999/udp/239.77.1.19:5146
广东卫视,http://139.129.231.228/rtp/239.21.1.92:5002$山东电信组播源-cache:139.129.231.228
广东卫视,http://120.238.94.10:9901/tsfile/live/1008_1.m3u8
香港卫视,rtmp://zhibo.hkstv.tv/livestream/mutfysrq
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv#http://stream.qhbtv.com/adws/sd/live.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&amp;amp;amp;wsIPSercert=8de23d0849e78e3b16ec92a809235421&amp;amp;amp;wsMonitor=0
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639&wsIPSercert=6f8d45434604e7d22f5b0abbc0231d01&wsMonitor=0
浙江卫视,https://s1.abntelevision.com/avivamientoabr/stream/avivamientohd/avivamientohd/chunks.m3u8
浙江卫视,http://my.tmos.cn:15181/chs004.m3u8
浙江卫视,http://119.32.12.17:2901/udp/224.1.100.52:11111
浙江卫视,http://nctv.top/IDOEPpiryt/migu.php?id=zjws
浙江卫视,http://120.76.248.139/live/bfgd/4200000094.m3u8
浙江卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.51:11111
浙江卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.52:11111
浙江卫视,http://113.109.250.108:9999/udp/239.77.1.33:5146
浙江卫视,http://139.129.231.228/rtp/239.21.1.90:5002$山东电信组播源-cache:139.129.231.228
浙江卫视,http://110.53.52.63:8888/newlive/live/hls/23/live.m3u8
湖南卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5199687338554291078_hlsb.m3u8
湖南卫视,http://119.32.12.17:2901/udp/224.1.100.98:11111
湖南卫视,http://nctv.top/IDOEPpiryt/migu.php?id=hunws
湖南卫视,http://120.76.248.139/live/bfgd/4200000086.m3u8
湖南卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.97:11111
湖南卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.98:11111
湖南卫视,http://113.109.250.108:9999/udp/239.77.1.5:5146
湖南卫视,http://111.43.126.240:9003/hls/37/index.m3u8
湖南卫视,http://139.129.231.228/rtp/239.21.1.158:5002$山东电信组播源-cache:139.129.231.228
湖南卫视,http://110.53.52.63:8888/newlive/live/hls/22/live.m3u8
北京卫视,http://omnix.cn:4000/udp/225.1.8.21:8002
北京卫视,http://my.tmos.cn:15181/chs002.m3u8
北京卫视,http://119.32.12.17:2901/udp/224.1.100.100:11111
北京卫视,http://120.76.248.139/live/bfgd/4200000083.m3u8
北京卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.99:11111
北京卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.100:11111
北京卫视,http://113.109.250.108:9999/udp/239.77.1.4:5146
北京卫视,http://36.32.174.67:60080/newlive/live/hls/25/live.m3u8
北京卫视,http://139.129.231.228/rtp/239.21.1.88:5002$山东电信组播源-cache:139.129.231.228
北京卫视,http://110.53.52.63:8888/newlive/live/hls/18/live.m3u8
湖北卫视,http://119.32.12.17:2901/udp/224.1.100.68:11111
湖北卫视,http://nctv.top/IDOEPpiryt/migu.php?id=hbws
湖北卫视,http://www.745612.xyz:7788/rtp/235.254.198.72:1564
湖北卫视,http://120.76.248.139/live/bfgd/4200000102.m3u8
湖北卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.67:11111
湖北卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.68:11111
湖北卫视,http://113.109.250.108:9999/udp/239.77.1.93:5146
湖北卫视,http://36.32.174.67:60080/newlive/live/hls/28/live.m3u8
湖北卫视,http://139.129.231.228/rtp/239.21.1.163:5002$山东电信组播源-cache:139.129.231.228
湖北卫视,http://120.238.94.10:9901/tsfile/live/1055_1.m3u8
黑龙江卫视,https://s1.abntelevision.com/avivamientoabr/stream/avivamientohd/avivamientohd/chunks.m3u8
黑龙江卫视,http://my.tmos.cn:15181/chs005.m3u8
黑龙江卫视,http://120.76.248.139/live/bfgd/4200000095.m3u8
黑龙江卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.139:11111
黑龙江卫视,http://139.129.231.228/rtp/239.21.1.91:5002$山东电信组播源-cache:139.129.231.228
黑龙江卫视,http://110.53.52.63:8888/newlive/live/hls/44/live.m3u8
黑龙江卫视,http://115.149.139.141:10000/tsfile/live/1030_1.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://58.19.43.46:9901/tsfile/live/1008_1.m3u8
黑龙江卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.189:5140
黑龙江卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.115:5140
安徽卫视,http://119.32.12.17:2901/udp/224.1.100.66:11111
安徽卫视,http://nctv.top/IDOEPpiryt/migu.php?id=ahws
安徽卫视,http://120.76.248.139/live/bfgd/4200000096.m3u8
安徽卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.66:11111
安徽卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.65:11111
安徽卫视,http://113.109.250.108:9999/udp/239.77.1.92:5146
安徽卫视,http://139.129.231.228/rtp/239.21.1.159:5002$山东电信组播源-cache:139.129.231.228
安徽卫视,http://110.53.52.63:8888/newlive/live/hls/24/live.m3u8
安徽卫视,http://115.149.139.141:10000/tsfile/live/1028_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://58.19.43.46:9901/tsfile/live/1040_1.m3u8
重庆卫视,http://119.32.12.17:2901/udp/224.1.100.102:11111
重庆卫视,http://120.76.248.139/live/bfgd/4200000107.m3u8
重庆卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.101:11111
重庆卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.102:11111
重庆卫视,http://113.109.250.108:9999/udp/239.77.1.162:5146
重庆卫视,http://36.32.174.67:60080/newlive/live/hls/34/live.m3u8
重庆卫视,http://111.43.126.240:9003/hls/55/index.m3u8
重庆卫视,http://139.129.231.228/rtp/239.21.1.233:5002$山东电信组播源-cache:139.129.231.228
重庆卫视,http://110.53.52.63:8888/newlive/live/hls/30/live.m3u8
重庆卫视,http://58.19.43.46:9901/tsfile/live/1042_1.m3u8
东方卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8
东方卫视,http://omnix.cn:4000/udp/225.1.8.45:8032
东方卫视,http://119.32.12.17:2901/udp/224.1.100.48:11111
东方卫视,http://nctv.top/IDOEPpiryt/migu.php?id=dfws
东方卫视,http://120.76.248.139/live/bfgd/4200000093.m3u8
东方卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.47:11111
东方卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.48:11111
东方卫视,http://118.212.71.109:11111/bptv/10000100000000050000000003873462.m3u8
东方卫视,http://113.109.250.108:9999/udp/239.77.1.218:5146
东方卫视,http://36.32.174.67:60080/newlive/live/hls/24/live.m3u8
东南卫视,http://119.32.12.17:2901/udp/224.1.100.56:11111
东南卫视,http://nctv.top/IDOEPpiryt/migu.php?id=dnws
东南卫视,http://120.76.248.139/live/bfgd/4200000483.m3u8
东南卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.55:11111
东南卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.56:11111
东南卫视,http://113.109.250.108:9999/udp/239.77.1.104:5146
东南卫视,http://36.32.174.67:60080/newlive/live/hls/33/live.m3u8
东南卫视,http://111.43.126.240:9003/hls/47/index.m3u8
东南卫视,http://139.129.231.228/rtp/239.21.1.113:5002$山东电信组播源-cache:139.129.231.228
东南卫视,http://110.53.52.63:8888/newlive/live/hls/47/live.m3u8
甘肃卫视,rtmp://livein.gstv.com.cn/49048r/y3nga4
甘肃卫视,http://119.32.12.17:2901/udp/224.1.100.10:11111
甘肃卫视,http://nctv.top/IDOEPpiryt/migu.php?id=gsws
甘肃卫视,http://120.76.248.139/live/bfgd/4200000119.m3u8
甘肃卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.10:11111
甘肃卫视,http://118.212.71.109:11111/bptv/10000100000000050000000003887450.m3u8
甘肃卫视,http://36.32.174.67:60080/newlive/live/hls/30/live.m3u8
甘肃卫视,http://111.43.126.240:9003/hls/70/index.m3u8
甘肃卫视,http://139.129.231.228:50060/rtp/239.21.2.22:5002
甘肃卫视,http://60.174.40.117:85/tsfile/live/0141_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
广西卫视,http://119.32.12.17:2901/udp/224.1.100.110:11111
广西卫视,http://nctv.top/IDOEPpiryt/migu.php?id=gxws
广西卫视,http://120.76.248.139/live/bfgd/4200000116.m3u8
广西卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.110:11111
广西卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.111:11111
广西卫视,http://118.212.71.109:11111/bptv/10000100000000050000000003887394.m3u8
广西卫视,http://36.32.174.67:60080/newlive/live/hls/38/live.m3u8
广西卫视,http://139.129.231.228/rtp/239.21.1.39:5002$山东电信组播源-cache:139.129.231.228
广西卫视,http://110.53.52.63:8888/newlive/live/hls/25/live.m3u8
广西卫视,http://115.149.139.141:10001/tsfile/live/1037_1.m3u8?blog.ntnas.top
贵州卫视,http://119.32.12.17:2901/udp/224.1.100.58:11111
贵州卫视,http://nctv.top/IDOEPpiryt/migu.php?id=gzws
贵州卫视,http://120.76.248.139/live/bfgd/4200000101.m3u8
贵州卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.57:11111
贵州卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.58:11111
贵州卫视,http://113.109.250.108:9999/udp/239.77.1.221:5146
贵州卫视,http://139.129.231.228/rtp/239.21.1.166:5002$山东电信组播源-cache:139.129.231.228
贵州卫视,http://110.53.52.63:8888/newlive/live/hls/28/live.m3u8
贵州卫视,http://58.19.43.46:9901/tsfile/live/1011_1.m3u8
贵州卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.142:5140
海南卫视,http://119.32.12.17:2901/udp/224.1.100.15:11111
海南卫视,http://119.32.12.17:2901/udp/224.1.100.16:11111
海南卫视,http://112.132.10.54:9901/tsfile/live/1023_1.m3u8
海南卫视,http://120.76.248.139/live/bfgd/4200000473.m3u8
海南卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.15:11111
海南卫视,http://qjrhc.jydjd.top:2911/udp/224.1.100.16:11111
海南卫视,http://118.212.71.109:11111/bptv/10000100000000050000000004796877.m3u8
海南卫视,https://livelyws.chinamcache.com/lyws/zb03.m3u8
海南卫视,https://livelyws.chinamcache.com/lyws/newlive_zb02.m3u8?auth_key=1744077080-0-0-e59e1b6dda2c9657ccf7e9d134c633fc
海南卫视,http://36.32.174.67:60080/newlive/live/hls/46/live.m3u8
